,jobTitle,companyName,local,postedTime,jobDetails
72,"Data Analyst e Suporte às Operações (M/F) – Taguspark, Oeiras",                 SelPlus               ,"               Oeiras, Lisboa, Portugal             ",                                                                                                                                                                       Há 1 semana          ,"   Somos especialistas na gestão de Ponto de Venda. Desde 2002 que temos como missão oferecer às empresas a excelência em serviços de gestão comercial, através da aplicação de conceitos relevantes, necessários e inovadores que permitam o crescimento sustentado da relação de negócio. Estamos integrados no maior grupo mundial ao nível de soluções inovadoras de Outsourcing de Vendas e Marketing. Na Europa está representado em 31 países com 5 000 colaboradores.  Descrição da função: Integrando uma equipa de Data & Innovation de elevada performance, será responsável pelo tratamento de bases de dados de informações de negócio, análise e reporting dos resultados através da construção de dashboards personalizados, configuração das plataformas tecnológicas de suporte às operações e apoio permanente e integral de helpdesk aos utilizadores (maioritariamente comerciais e gestores).Requisitos:- Excel nível avançado (obrigatório) e macros;- Desejável conhecimento básicos de programação, Python ou SQL básico;- Forte capacidade analise de dados a partir de diversas bases de dados distintas;- Boa capacidade de trabalho em grupo, comunicação e relacionamento; - Vontade de vencer desafios e espírito de vencedor; - Domínio de inglês; - Licenciatura (Preferencial); Oferta: - Formação e treino adequados à função; - Integração numa equipa jovem e dinâmica; - Boas condições de trabalho;- Remuneração adequada à função. - Possibilidade de cooperação com marcas líderes de várias indústrias;   Horário:De segunda-feira a sexta-feira, das 9h às 18h. Entrada imediata. Candidatura: Curriculum Vitaepara candidaturas@selplus.com           Exibir mais                     Exibir menos             "
73,Data Analyst (m/f),                 Match Profiler               ,"               Lisboa, Lisboa, Portugal             ",,"   Data Analyst (m/f) - LisboaA Match Profiler é uma consultora de Sistemas de Informação que atua desde 1999 no mercado nacional e internacional. Temos competências multidisciplinares e know-how na área de IT que nos permite contribuir, otimizar e progredir com os nossos clientes.Para integrar equipa do nosso cliente estamos de momento a recrutar profissionais com o seguinte perfil:Data Analyst (m/f) - LisboaO Que Precisas De Ter Nível de Excel avançado/intermédio (vba, macros) Proficiência em SAS ou PowerBI Conhecimentos SAP são valorizados Conhecimentos na área de controlo de gestão de parceiros são valorizados Espírito por trabalho em equipa e capacidade de iniciativa Fluência na língua inglesa.O Que Nós Podemos Proporcionar Terás um acompanhamento personalizado por parte da tua equipa; O teu manager vai estar atento às tuas motivações e sugestões; As vitórias e conquistas serão festejadas em conjunto; Acompanhamento da nossa equipa de Recursos Humanos e Suporte; Feedback constante do teu trabalho; E como é óbvio bastantes convívios.Para responder a esta oportunidade, envie-nos o seu CV, com indicação da referência RB/DA/T para o seguinte endereço de emailNota: PROCESSO DE SELEÇÃO & RECRUTAMENTO E INTEGRAÇÃO EM CONTEXTO PANDÉMICO - COVID 19Dado o paradigma atual que vivemos, e de forma a assegurar um ambiente seguro e saudável para os nossos candidatos e equipa de recrutamento, as primeiras entrevistas serão realizadas por chamada telefónica ou vídeo conferência.A Match Profiler encontra-se preparada para acompanhar a integração dos novos colaboradores de forma remota e semi presencial, e apoiá-los nesta nova fase da sua carreira profissional.web:54.193.220.123:LinkedInBot/1.0 (compatible; Mozilla/5.0; +http://www.linkedin.com):2021-10-11 21:58:08                 Exibir mais                     Exibir menos             "
74,Data Engineer,                 Axians Portugal               ,"               Maia, Porto, Portugal             ",                                                                                                                                                                       Há 1 mês          ,"           The world is more connected than ever before and the pace of change is bewildering. We deliver the best combination of technology and services to enable our clients to fulfil the diverse needs of their customers. By fostering a deeply and personal relationship with our clients, we want to improve the lives of people and organizations.Axians is the VINCI Energies brand dedicated to ICT and Digital Transformation. We’re present across 25 countries, with more than 12 000 employees and an annual revenue of more than 2.6 billion euros, in 2020.The best of ICT with a human touchFunction: Data EngineerWorkplace: MaiaTechnical RequirementsDegree in Computer Science or similar;Experience as a Data Engineer or in a similar role;Technical expertise with data models and data warehousing techniques;Hands-on experience with SQL database design and ETL tools;Knowledge of programming languages (e.g. Python);Good knowledge in English. Behavioral profile:Ability to assimilate, sort through and aggregate complex information quickly and effectively.Send the CV preferably in English and preferably in Europass format to: recrutamento.axianspt@axians.com indicating in the title the reference Data_Porto.AC.SR                 Exibir mais                     Exibir menos             "
75,Data Visualization Engineer - A&I (w/ PowerBI) (m/f/div),                 Natixis in Portugal               ,"               Porto, Portugal             ",                                                                                                                                                                       Há 2 semanas          ,"   We are looking for an Data Visualization Engineer (local contract) to work within our Architecture & Innovation team.As a BI Engineer - Data Visualization , you will work alongside our Data Scientists, Data Engineers, Business Analists, Software Engineers and others in the Application teams , from the specification to the implementation phase to improve our applications and business lines decisions. In addition, promote Data Centric mindset & Data Driven company.You will be able to:Integrate into our Data Team (ETL, Data Management, BI), working together with Paris team members, as an unique team, and help Porto to upskill on this practice;Bring a differentiating expertise to our clients and stakeholders with integrity and responsibility.​ (Sustainable impact);Be agile, accountable and resilient, according to the circumstances​ (Entrepreneurial mindset);Purposely striving to succeed together, Porto and Paris, as one team with openness and confidence​ to improve knowledge, practice, framework, ecosystem (Collective intelligence);Contribute on local initiative and project from assessment, usecase identification, dataPrep, implementation, industrialization;Contribute to data community;Animate data awareness training.Main Tasks & Responsibilities:Work closely with business users, business analysts, data scientists, data engineers and developers to deliver world class data driven solutions;Drive insights to answer business questions with data and visualizations, transforming data into actionable insights;Collaborate with engineering to design and develop scalable ETL pipelines;Build dashboards and reports to drive awareness and understanding of metrics;Build and maintain clean data models. Main Technical Requirements:Minimum 6 years of experience in similar roles;BS/MS Degree in Computer Engineering, Computer Science, Applied Math, or a similar area;Experience with Business Intelligence, Data Warehousing and Data visualization tools: Tableau and Power BI;Analytical mindset, to analyze large amounts of data and identify patterns, trends, seasonality and other data behaviors;Strong knowledge of SQL;Experience with programming languages such as Python or R;Experience creating and managing data warehouses, as well as the ETL work flow;Experience working with Engineering on ETL pipelines;Clearly communicate data insights, findings and results to internal and external stakeholders;Strong skills on SSAS, SSIS and Azure;Familiarity with Big Data processing frameworks such as Hadoop or Spark (nice to have);Knowledge of Big Data analytical tools, such as Hive (nice to have). Other Requirements:Good level of English - minimum B2 (mandatory);Fluent in Portuguese (mandatory);Knowledge in agile methodologies and tools (Scrum/Kanban) (nice to have);Ability to keep up with a demanding and fast-paced environment;Willingness to learn and evolve;Good communication skills;Ability to work in a team.#MuchMoreThanJustAJobEarly morning. Campo 24 de Agosto. In 4 minutes, you are clocking in at the office. After grabbing a cup of coffee and fresh fruit, pick up your laptop and choose your spot for the day. It's going to be a busy one: French class before lunch and, just after, quick medical appointment at Natixis doctor's office.Lunch break. Outside in the big terrace (look at your crops at the Urban Garden; ready to harvest!) or, if you feel like stretching your legs, walk downtown to grab lunch.Back inside. Quick sprint review (working together anywhere means virtual happy birthday to that colleague in Paris that just turned 35). The afternoon went flying (tasks, reports, calls, some jokes with your teammates). End it on a high note: just one PlayStation game or the final match for that ping-pong tournament.Tomorrow, you complete that certified technical training and the day after, you will work from home, taking advantage to finally do that online course on Udemy. Once you are done with your tasks for the day, you can visit the office for a board games session or show up at the rehearsal of one of Natixis bands. If that is too steady for you, meet your colleagues to surf some waves or join them in a football match.           Exibir mais                     Exibir menos             "
76,"Customer Engineer, Data Analytics, Google Cloud",                 Google               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 6 dias          ,"           Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Madrid, Spain; Lisbon, Portugal.Minimum qualifications:Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.Experience with traditional Analytic Warehouse solutions and data movement from data stores into Analytic Warehouses.Experience in implementing analytics systems architecture including elements.Preferred qualifications:Technical sales experience or professional consulting experience in the fields of cloud computing, data, information lifecycle management, and Big Data. Experience with developing data warehousing, data lakes, batch or real-time event processing and ETL workflows solutions.Experience in writing code in a common development languages such as Java, Python, JavaScript, C++, Scala, R, or Go.Understanding of DNS, TCP, Firewalls, Proxy Servers, Load Balancing, VPN, and VPC, and working knowledge of Linux.Ability to quickly learn, understand, and work with new and emerging technologies, methodologies, and solutions in the technology space.About The JobWhen leading companies choose Google Cloud it's a huge win for spreading the power of cloud computing globally. Once educational institutions, government agencies, and other businesses sign on to use Google Cloud products, you come in to facilitate making their work more productive, mobile, and collaborative. You listen and deliver what is most helpful for the customer. You assist fellow sales Googlers by problem-solving key technical issues for our customers. You liaise with the product marketing management and engineering teams to stay on top of industry trends and devise enhancements to Google Cloud products.With companies relying on Google Cloud, we regularly answer questions about technical features, helping customers design architectures, engage in proof of concepts, and troubleshooting potential roadblocks related to database migration and data back ends.As a Customer Engineer for Data Analytics, you'll utilize both your technical aptitude and exemplary communication to address all aspects of the data lifecycle.Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions. We deliver enterprise-grade cloud solutions that leverage Google’s cutting-edge technology to help companies operate more efficiently and adapt to changing needs, giving customers a foundation for the future. Customers in more than 150 countries turn to Google Cloud as their trusted partner to solve their most critical business problems.ResponsibilitiesSupport local sales teams in pursuit of key business opportunities, engaging customers to address aspects of the data lifecycle. Identify business and technical requirements, conduct full technical discovery, and architect client solutions to meet gathered requirements.Be responsible for leading technical projects, including such activities as technology advocacy, supporting bid responses, product and solution briefings, proof-of-concept work, and the coordination of supporting technical resources.Work directly with Google Cloud Platform products to demonstrate and prototype integrations in customer/partner environments. Travel as required.Prepare and deliver product messaging in an effort to highlight the Google Cloud Platform value proposition.Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .                 Exibir mais                     Exibir menos             "
77,Data Engineer (W/M),                 Capgemini Engineering               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 3 semanas          ,"           OferecemosGreat work environment and Team Spirit;Continuous training and Rapid career develop;Possibility to participate in international projects;Participation in attractive, motivating and challenging projects;Good work life balance.MissaoApply data engineer techniques to analyze large amounts of data and presenting data insights using high impact visualization;You will collaborate with great talent to create and implement innovative high quality solutions.You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.PerfilDegree / Master in computer Science or similar with at least two(2) years of IT work experience;Experience In The Following Areas/technologiesData bricks, Spark, Data Factory, Power BI, Azure Synapse, Logics APPS, Microsoft Container Registry;Experience using databases, e.g. SQL;Experience in any of the languages: Python, R, Scala, Java;Fluent in English (written and spoken);Team Player & creative.                 Exibir mais                     Exibir menos             "
78,Big Data Engineer Junior,                 Decskill               ,               Lisboa e Região             ,                                                                                                                                                                       Há 3 semanas          ,"   Decskill is 100% Portuguese technological company, founded in 2014, and we currently have more than 200 employees. Decskill operates in both national and international markets, with offices in Lisbon, Porto and Coruña, capable to provide services to any location in the national territory.How can Decskill be an accelerator to your career?We currently operate in 3 major areas: outsourcing by DECSKILL; augmented reality and computer vision products and solutions, by PROSKILL; and Agile training and coaching, by GETSKILL.The success of Decskill is built from the inside out, with talented employees and constant evolution, with innovative aspirations and a commitment to make a difference.We are looking for a Big Data Engineer Junior for project based in Lisbon. Requirements:Experience of 1+ years in this areaDevelopment with languages in (at least one) Java, Scala, SQL, Shell Script, etc;Knowledge in Big Data Tools such as Spark, Kafka, Hadoop, Hive, Flume, Nifi, etc;Knowledge of NoSQL Databases as Hbase;Experience in code repository tools (git, bitbuket).Experience in distribution-based architectures as Cloudera and/or cloud based; Nice to have:Knowledge in CI/CD tools as Jenkins, Nexus, Sonarqube, etc;           Exibir mais                     Exibir menos             "
79,Data Analyst,                 BOLD by Devoteam               ,"               Lisboa, Portugal             ",                                                                                                                                                                       Há 3 dias          ,"   A paixão pelo que fazemos não tem limites, a nossa resiliência é autêntica e temos uma coragem desmedida perante cada desafio.Temos orgulho na cultura que criámos juntos.Temos orgulho nas nossas Pessoas que estão ao serviço da Tecnologia.Somos #TechforPeople. O NOSSO POSICIONAMENTO RELATIVAMENTE AO COVID-19:Neste momento particular que vivemos de forma a protegermos a saúde e o bem-estar dos nossos candidatos e entrevistadores, todas as entrevistas serão realizadas via chamada telefónica ou video-conferência.Criámos um processo de integração totalmente remoto para garantir que os novos colaboradores têm acesso a todo o conhecimento necessário para esta nova fase da sua carreira.  SOBRE A OPORTUNIDADE:Estamos à procura de um Data AnalystAs qualificações e skills necessárias são:﻿Formação Superior em áreas de IT ou semelhantes; Experiência profissional na análise de dados; Experiência na extração, tratamento e análise de dados; Excelentes conhecimentos de bases de dados, nomeadamente SQL; Bons conhecimentos de SAS, R e Power BI; Valorizam-se conhecimentos em Big Data e Machine Learning; Excelentes capacidades de comunicação; Bons conhecimentos em Inglês.  Estes são os nossos mindsets e o que podes esperar de nós:Fair & CourageousRealizamos sessões de Ask Me Anything, um momento onde qualquer colaborador pode questionar, sugerir ou partilhar live algum tema com o CEO.Temos um programa de referenciamento que reconhece financeiramente os nossos colaboradores por ajudarem a empresa a crescer.Ambition & ResultsApoiamos o crescimento pessoal e profissional de nossos colaboradores. Por isso, temos um plano de carreira diferenciado, suportado por um modelo transparente, capaz de identificar, desenvolver e agregar valor às competências de cada colaborador.Criámos o conceito de Strategic Gatherings, um momento onde são partilhadas informações sobre a performance da empresa e se abordam perspectivas de futuro a curto prazo.Estamos focados num programa de Thought Leadership que pretende promover e desenvolver o talento, a experiência e a paixão pela tecnologia dos nossos colaboradores.Learning & InnovatingRealizamos encontros informais de partilha de conhecimento entre os nossos colaboradores e a comunidade tecnologia, abrindo as portas da “nossa casa” para meetups.Investimos na formação contínua dos nossos colaboradores através da disponibilização de workshops e formações técnicas e comportamentais, aulas de línguas, formações e certificações externas financiadas e estabelecendo parcerias com entidades formadoras.Caring & SharingCriámos os Blue Angels, um programa de responsabilidade social e ambiental que coloca a solidariedade dos nossos colaboradores ao serviço da comunidade.Adoramos bons momentos de convívios e são muitos os que organizamos, desde encontros temáticos mensais a eventos para a família, nunca dizemos que não a uma boa festa.  QUERES FAZER A TUA CANDIDATURA?Envia o teu CV para nicoleta.strugarean@devoteam.com           Exibir mais                     Exibir menos             "
80,Big Data Engineer (m/f),                 Bee Engineering ICT               ,"               Lisboa, Lisboa, Portugal             ",,"           Um programador, um administrador de sistemas e um gestor de projeto entram num bar…Agora que despertámos a tua curiosidade, queremos a tua atenção.#Honestidade, #Compromisso, #Exigência e uma pitada de #Ambição são os ingredientes-chave para fazeres parte da colmeia.Coloca-se tudo num shaker et voilá: és a pessoa certa para abraçar os melhores projetos na área da tecnologia e, mais do que isso, o nosso maior projeto – a equipa da BEE.Identificas-te? Tens tudo isto? Então vem desfrutar connosco.O Que ProcuramosFormação superior em Engenharia Informática ou similar;Experiência em participar no desenho, implementação e manutenção de soluções empresariais de grande complexidade na área de Big Data, no mínimo de 1 ano;Experiência com Microsoft Azure;Experiência com Apache Spark e Databricks;Experiência em desenvolvimento Python;Otimização de configurações e modelos de dados Big Data (Hadoop);Utilização de ferramentas de ETL noutros contextos;Fluência em Inglês;Porquê escolher a Bee?Training Center- Certificações técnicas e formações em várias áreas ao longo de todo o ano;Bee with us - Uma empresa orientada para a excelência e em crescimento;Bee Yourself - Uma carreira profissional alinhada com o desempenho;Bee For Ever – asseguramos um plano de carreira e acompanhamento contínuo e personalizado.“Work hard, bee yourself and have fun.”– Eventos, momentos de partilha e muito mais!Let´s Go….Bee One Of UsCandidaturas: indicando a refª no assunto BEE.BIGDATA.JPTweb:54.193.220.123:LinkedInBot/1.0 (compatible; Mozilla/5.0; +http://www.linkedin.com):2021-10-11 21:58:09                 Exibir mais                     Exibir menos             "
81,Data Analyst ,                 MI-GSO | PCUBED               ,"               Porto, Portugal             ",                                                                                                                                                                       Há 2 semanas          ,"   At MI-GSO | PCUBED, our mission is to deliver our clients’ most important projects and programmes. We take pride in delivering world-class project, programme and portfolio management services to clients in every industry. We are specialists in helping businesses to react faster, hit their targets and succeed. We have become the trusted delivery partner of the most recognizable brands in Aeronautics, Defense, Automotive, Transport, Financial Services and Energy as well as Government organizations, supporting them in R&D, IT and Transformation projects. Experiencing a fast growth period of our offices in Oporto and Lisbon, we are looking for a passionate individual to play the role of Data Analyst to join our Digital Factory. Who are you?You have a BSc or MSc in Engineering or related field;Advanced Knowledge of Microsoft Office 365;Knowledge of Power BI/Power Automate/Power Apps and Azure;Good knowledge of English language (oral and written);Sense of responsibility;Strong interpersonal skills;Team player;Ability to work with different international profiles and cultures. If it sounds like we’re describing you, we want to meet you!Apply today and start your journey with MI-GSO | PCUBED. You can check more detailed information in our website: https://www.migso-pcubed.com           Exibir mais                     Exibir menos             "
82,Junior Data Analyst (m/f) ? Lisboa,                 Ankix               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 4 semanas          ,"   Junior Data Analyst (m/f) ? Lisboa:Ankix Descrição do emprego: Junior Data Analyst (m/f) ? Lisboa ID: 8939569Data 06-10-2020Empregador AnkixPaís Da Emprego PortugalDistrito LisboaCategoria(s) Informática e TecnologiasIntervalo Salarial Informação exclusiva JobMatch Descrição da Empresa A Ankix é uma empresa de competências tecnológicas, a atuar no mercado desde 1999, que presta serviços nas áreas de IT Outsourcing e Consultoria / Desenvolvimento à medida. O nosso posicionamento carateriza-se pela qualidade e inovação das soluções que propomos, assim como pela dedicação e orientação para o cliente e suas necessidades.Acreditamos que são as pessoas que fazem as empresas, pelo que apostamos continuamente na nossa equipa e na promoção de uma cultura de integração e partilha!Descrição Do AnúncioAAnkixé uma empresa de competências tecnológicas, a atuar no mercado desde 1999, que presta serviços nas áreas de IT Outsourcing e Consultoria / Desenvolvimento à medida. O nosso posicionamento carateriza-se pela qualidade e inovação das soluções que propomos, assim como pela dedicação e orientação para o cliente e suas necessidades.Acreditamos que são as pessoas que fazem as empresas, pelo que apostamos continuamente na nossa equipa e na promoção de uma cultura de integração e partilha!Estamos a Recrutar Para Empresa o Seguinte PerfilJunior Data Analyst (m/f) – Lisboa Licenciatura em Engenharia informática ou similar; Mais de 2 anos de experiência na função pretendida; Experiência na gestão de dados e relatórios; Bons conhecimentos em sistemas operacionais de computadores e MS Office; Autonomia e sentido de responsabilidade avançados; Espírito por trabalho em equipa e capacidade de iniciativa; Capacidade de comunicação; Bons conhecimentos de Inglês.O Que Podes Esperar De Nós Na nossa empresa, terás bastante acompanhamento semanal e mensal; O teu manager vai estar atento às tuas motivações e sugestões; Tens acesso à Plataforma online que podes tirar as formações que pretenderes; As vitórias e conquistas serão festejadas em conjunto; Prometemos que nunca te sentirás desacompanhado; Acompanhamento da nossa equipa de Recursos Humanos e Suporte; Feedback constante do teu trabalho; E como é óbvio bastantes Eventos ?Vem conhecer-nos e depois tiras as tuas conclusões!           Exibir mais                     Exibir menos             "
83,DATA ENGINEER - Dubai or Remote,                 Cobblestone Energy               ,"               Vila Nova de Gaia, Porto, Portugal             ",                                                                                                                                                                       Há 4 semanas          ,"   About CobblestoneCobblestone Energy is an independent trading firm. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading. Although we have experienced very strong growth so far, we are still near the start of our journey. We have ambitions to go a lot further.Energy in one form or another is fundamental to almost all the world's economic activities. By understanding the demand, supply, and logistics of these commodities, we can better understand the world.We specialise in the proprietary trading of the short-term wholesale electricity markets across Europe. We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country and growing every day. Technology and risk management form the backbone of our business.Over the years we have grown organically. As part of our journey to be the best in all markets we enter, we would like to welcome a Data Engineer into our team. They will already be on a successful career path and looking to take the next step with increased responsibility and be a part of our growth story.Cobblestone Values:Lifelong learning with continuous reflectionIndependent thinking through a meritocracy of ideasThe team is more important than the individualBeing the best in any market we enterHiring and keeping only the most effective people Others must benefit from our existence.Job DescriptionAt Cobblestone Energy we are on a mission to build the most advanced European electricity trading and analytics platform, with our technology being used by our teams of commercial traders to create significant value. Being the Data Engineer of our team, you will work on exciting challenges that come with large-scale data processing, automation, and analytics. We work in an agile and highly collaborative environment and challenge the norms of traditional business leadership. We are looking for enthusiastic and resourceful engineers who are passionate about building highly reliable and performance data processing solutions. You want to help the commercial team make data-informed decisions, have a curious mindset, and are motivated to understand our business better. Developing a strong domain knowledge of our industry over time is key to long term success in this role.This is a rare opportunity to take a leading role in the growth of a major player in the European Electricity Markets. We are looking for someone who would be committed to the long-term success of the business. We operate in the European Energy markets, but our commercial trading operations are in Dubai, UAE. This role is either remote or onsite. Work shall be done from your home country with periodic travels to Dubai in which case Cobblestone Energy shall handle all visa and paperwork issues on your behalf.We are looking for an experienced Data Engineer to join our Tech team at Cobblestone Energy. You will be responsible for building our data pipelines and you will be also participating in setting the right Infrastructure and developing the needed tools for our Analytics.If you have excellent data engineering skills, strong problem-solving skills, and a passion for developing applications utilizing cutting edge technologies, then we would like to meet you.Job Location:It can be in our Dubai office or remotely with periodic travel to DubaiOffice Location:Jumeirah Business Centre 2, Cluster V, Jumeirah Lake Towers, Dubai, United Arab EmiratesResponsibilitiesGather and address technical and design requirements.Architect our data platform & develop real-time apps ingesting large volume of data and processing messages real-time.Handle all our data pipeline and contribute towards our data strategy and its execution.Architecting, building, testing & managing our data platform infrastructure from data collection all the way to data processing & data storage.Develop, customize and manage integration tools, monitoring tools, databases, warehouses, and analytical systems.Support the developers through training and transfer of knowledge.Participate in the entire application life-cycle mainly focusing on coding, debugging, and testing.RequirementsBSc degree in Computer Science/Computer Engineering. Masters is a plus.Strong competencies in algorithms and software architecture.3+ years of experience in Python.2+ years of experience as a Data Engineer.Strong experience in real-time data processing and data ingestion.Strong experience in batch data processing and data pipelines.Strong work experience in AWS Kinesis Services and building apps utilizing it is a must.3+ years of experience in developing APIs (REST & SOAP protocols).2+ years of experience in using AWS cloud and its resources/services.Strong experience in Relational Databases (MySQL, SQL Server or PostgreSQL) and non-relational databases (Mongo DB or Cassandra. etc.)Strong knowledge in Continuous Integration & Continuous Deployment (CI/CD) utilizing Docker containers.Strong knowledge in Pandas & NumPy libraries is a big plus. Strong knowledge in workflow orchestration tools (Airflow …etc.) is a plus.Experience in Java is a plus.Previous experience in automated testing including unit testing & UI testing is a plus.Strong in-depth understanding of the entire web development process (design, development, and deployment)Excellent analytical, time management and teamwork skills.Some videos for your reference:Who is Elexon? For the UK market, they are the system administrator.https://www.youtube.com/watch?v=A5j-S6VGqpw#action=shareSome general information about electricity trading arrangements in the UKhttps://youtu.be/UDv04q3U6e0Elexon sushi video. Tries to explain the balancing of the UK's electricity gridhttps://vimeo.com/65768597The videos above are UK centric, but our current interest is Europe wide. Feel free to research the other markets. This is a longer video that to me explains why there is such large opportunity going forward for the electricity traders who are able to efficiently analyse supply and demand fundamentals and move power between countries, for the benefit of all.https://youtu.be/gacGuWjqKco.Once Europe is conquered, we do genuinely intend on going global. The American power markets look next on the plate, followed by the Australian and Japanese.                 Exibir mais                     Exibir menos             "
84,Data Engineer - Big Data,                 FARFETCH               ,"               Porto, Porto, Portugal             ",                                                                                                                                                                       Há 4 semanas          ,"           FARFETCH exists for the love of fashion. Our mission is to be the global platform for luxury fashion, connecting creators, curators and consumers.We're a positive platform for good, bringing together an incredible creative community made up by our people, our partners and our customers. This community is at the heart of our business success. We welcome differences, empower individuality and celebrate diverse skills and perspectives, creating an inclusive environment for everyone. We are FARFETCH for All.TECHNOLOGYWe're on a mission to build the technology that powers the global platform for luxury fashion. We operate a modular end-to-end technology platform purpose-built to connect the luxury fashion ecosystem worldwide, addressing complex challenges and enjoying it. We're empowered to break traditions and revolutionise, with the freedom and autonomy to make a difference for our customers all over the world.PORTOOur Porto office is located in Portugal's vibrant second city, known for its history and its creative yet cosy environment. From Account Management to Technology and Product, whatever your skills are, you'll find your fit here. You can have an informal meeting in the treehouse or play the piano in your lunch break!THE ROLEWe are looking for a person who will be part of our Business Intelligence & Analytics team, you will be in charge of the development distributed computing tasks using Big Data technologies such as Hadoop, NoSQL and other distributed environment technologies based on our needs. You will also analyze, designing, programming, debugging and modifying software enhancements and new products used in distributed, large-scale analytics solutions.What You'll DoDesign scalable, end-to-end process to consume and integrate large volume, complex data from sources such as Hive, Flume, Kafka or Storm;Provide Data Engineering expertise to multiple teams across our organization. Provide guidance to software engineers with industry and internal data best practices;Research and implement new data technologies;Work with other teams to understand needs and provide solutions;Work with the Business Intelligence development team on migration and improve existing SQL Server-based ETLs to Map Reduce and Hive (Cloud) technology to achieve scale and performance;Help develop new processes on the data warehouse platform and work with Data Scientists to transform big data into model-­‐ ready forms to support projects.Who You AreExperienced in working with large datasets (both structured and unstructured) using technologies such as MapReduce, Hadoop, HBase, Hive, Spark and NoSQL technologies;Experienced in programming languages (Java, C++, or Python);Knowledgeable in distributed systems;Experienced with real-time analysis of sensor and other data from Internet of Things (IoTs) or other connected devices;An excellent in grasping of algorithmic concepts in computer science (e.g., sorting, data structures);Experienced in the development and release of enterprise scale applications;Experienced with version control.Rewards & BenefitsHealth insurance for the whole family, flexible working environment and well-being support and toolsExtra days off, sabbatical program and days for you to give back for the communityTraining opportunities and free access to UdemyFlexible benefits programFARFETCH Equity planEQUAL OPPORTUNITIES STATEMENTFARFETCH is an equal opportunities employer ensuring that all applicants are treated equally and fairly throughout our recruitment process. We are determined that no applicant experiences discrimination on the basis of sex, race, ethnicity, religion or belief, disability, age, gender identity, ancestry, sexual orientation, veteran status, marriage and civil partnership, pregnancy and maternity, or any other basis prohibited by applicable law. We continue to build our consciously inclusive culture as part of our Positively FARFETCH strategy throughout our business, partnerships and communities.We are looking for a person who will be part of our Business Intelligence & Analytics team, you will be in charge of the development distributed computing tasks using Big Data technologies such as Hadoop, NoSQL and other distributed environment technologies based on our needs.                 Exibir mais                     Exibir menos             "
85,Data Analyst (m/f),                 Dixtior               ,"               Lisboa, Lisboa, Portugal             ",                                                                                                                                                                       Há 3 semanas          ,"   A Dixtior é uma empresa portuguesa de consultoria que combina na perfeição o melhor de dois mundos. Somos especializados em economia e informática e utilizamos todo o nosso talento para criar as soluções perfeitas, capazes de responder às necessidades de cada cliente.É esta capacidade de adaptação que nos leva a adotar a filosofia «Think local, act global» e a transpor fronteiras. Porque queremos levar os nossos conhecimentos sobre negócio e soluções tecnológicas a qualquer parte do planeta.Estar na Dixtior é mais do que um trabalho, é uma forma de estar.Na Dixtior, não queremos apenas o teu talento e criatividade. Queremos que sejas um de nós. Estamos aqui para ajudar-te a evoluir e transformar o teu mundo. Para que leves a cultura Dixtior sempre contigo e consigas também moldar o futuro de várias empresas. Estás preparado/a para ser um(a) D/People?Job DescriptionEstamos à procura de um(a) profissional para integrar a equipa de um dos nossos clientes em Lisboa.Responsabilidades Desenvolver/construir dashboards para suportar e ajudar a tomada de decisão das equipas de marketing digital; Assegurar integridade e automatização dos dados; Liderar roadmap de evolução de acesso a 1st (analytics, cookies, marketing flags) 3rd party data.Requisitos Domínio, ou capacidade para aprender, Data Studio e Power BI para dashboarding; Conhecimento de bases de dados (SQL) para data engineering; Formação: Licenciatura em Gestão de Informação ou similar Experiência: Mínima de 2 anos. Idioma: Inglês no nível B2 ou superior (do quadro europeu de referência para línguas).Benefícios Atribuição de um seguro de saúde desde o início do vínculo laboral; Entrega de equipamento de trabalho ajustado ao desempenho de funções; Implementação de um regime de trabalho-híbrido (presencial & teletrabalho) sempre que seja possível; Pagamento do subsídio de alimentação em cartão de refeição (isento de descontos legais); E outros semelhantes.Se tens……talento para responder a qualquer desafio,…mente aberta para novas ideias,…profissionalismo, integridade e humildade,…pensamento à frente,gosto em estabelecer relações fortes...Candidata-te Através Do Linkweb:54.193.220.123:LinkedInBot/1.0 (compatible; Mozilla/5.0; +http://www.linkedin.com):2021-10-11 22:01:18                 Exibir mais                     Exibir menos             "
